gene 	 shG9a_E2-
TSR2 	 2772
TMTC3 	 3678
HMGN1 	 1295
RP3-523K23.2 	 2895
MARCKS 	 7875
NCOA2 	 2511
HNRNPA3 	 3242
MAP3K9 	 2680
PLIN3 	 3812
PHF15 	 3599
DHX33 	 2266
FAM83G 	 3124
PARP15 	 107
CDC42BPG 	 4639
TMEM115 	 1875
NCL 	 2463
RNF216 	 2606
ARRDC3 	 2029
TRIM56 	 3045
FOXC1 	 2372
NECAB1 	 1452
C2CD3 	 192
RPL29P11 	 180
ZNF787 	 2857
ZNF627 	 1672
RP5-1142A6.9 	 2518
TTC9 	 6783
TGFB1 	 2609
KCMF1 	 3668
VSIG10 	 2954
CSRP1 	 8060
PM20D2 	 1453
TFAM 	 1764
RALA 	 2896
DUSP4 	 8775
HELZ2 	 2772
TOR1B 	 3583
RP11-259O2.3 	 2254
PCYOX1 	 2026
SAMD9 	 7113
SF3A2 	 2094
DHTKD1 	 2129
CHML 	 3446
RHOC 	 3292
RP11-887P2.3 	 942
VPS18 	 2863
WDR34 	 2649
C2orf29 	 3128
PARP1 	 2317
PSMD7 	 2642
SLC25A38 	 2505
SEC24A 	 2599
TRAF3 	 3024
RUNDC1 	 2816
PDGFB 	 5283
SLC24A3 	 1399
TFF1 	 1901
EIF1 	 2516
OCLN 	 2896
VPS4B 	 3292
ZBTB42 	 2491
CSNK1G2 	 2744
RANBP10 	 2309
JOSD1 	 3340
BLOC1S3 	 1702
PPM1G 	 2337
CHMP3 	 2202
HSPB1P1 	 3708
TMTC1 	 919
TAP2 	 3
ASCC3 	 3183
NUP188 	 1702
PRR15L 	 3437
ZFYVE20 	 2344
GPD2 	 2272
TMED1 	 2940
SLC38A2 	 1488
MYLIP 	 3313
FAM127B 	 2200
NCBP1 	 2040
ECE1 	 2179
CDC73 	 3039
TMEM87B 	 4130
TSR1 	 2684
RP11-611L7.1 	 2006
MXD3 	 2350
ELAVL1 	 1868
APEX2 	 4681
MARVELD1 	 1683
RPL41 	 2991
KAT2B 	 3030
HES1 	 2127
FAM100A 	 3307
R3HDM4 	 2952
RP11-642N14.1 	 1027
MSRB1 	 5370
ZSWIM6 	 3168
SNAPC4 	 1697
HPS6 	 2081
MREG 	 742
MYO9B 	 2627
ABCD1 	 2878
CPE 	 4361
KCNK15 	 2940
KRT16 	 13796
MAFG 	 4345
SYT7 	 1918
MXD1 	 2636
RP11-345J4.8 	 131
KLHDC10 	 2542
C12orf5 	 3840
SOX13 	 3189
DIP2C 	 2630
PCDHGC3 	 2371
ZNF134 	 1867
LY6E 	 2913
ATP6AP2 	 2740
ZC3H3 	 2249
ASF1B 	 1576
MAP3K14 	 3255
ZNF354A 	 1884
ATF6 	 3255
SRPRB 	 1910
KLF13 	 3536
SYNE2 	 139
C1orf21 	 2995
ZBTB6 	 2653
PHLDA2 	 5029
CDC34 	 2744
RN7SK 	 330
PTPN9 	 2495
C14orf119 	 2524
TMEM181 	 2543
RHOV 	 5553
ZNF770 	 2322
RBM14 	 2075
AATF 	 2045
TMEM167B 	 3081
EIF4E 	 1472
PGR 	 659
RP11-379F12.7 	 1717
BMP7 	 1333
UTP20 	 2009
DYRK2 	 2770
PA2G4 	 1941
ACTR1B 	 2197
IGFBP5 	 902
CNOT7 	 2606
MRPS26 	 1818
MXD4 	 2321
POLR1A 	 2394
RASD1 	 6522
TRPS1 	 2317
STX7 	 3401
BAZ1B 	 2089
TMEM65 	 3709
TPM3 	 3309
TMEM248 	 2331
AKAP8L 	 2467
RPL23A 	 1563
TBK1 	 2659
ACSL3 	 3527
COA3 	 2222
MBTPS2 	 2336
PDCL 	 3400
RP11-106M3.3 	 1669
GALNT1 	 3146
TAF9B 	 2443
TRAF4 	 4415
UNC119B 	 2216
CYSLTR1 	 310
TOR1AIP2 	 2448
BMPR2 	 2476
ADAM10 	 2924
H3F3C 	 896
RP11-983P16.4 	 1431
FAM105B 	 2316
RP11-946L20.4 	 1514
VAPA 	 1983
KCNK6 	 1861
MED28 	 2083
ZCCHC2 	 2683
PCF11 	 1923
TAF3 	 2349
RPL35 	 2842
PPIF 	 1575
PRSS8 	 5656
ATAD3B 	 55
RGP1 	 3144
ISCA1 	 2403
ERLIN1 	 1975
PDPK1 	 2575
ZNF282 	 2259
EDC3 	 1995
DNASE1 	 2274
FBXO28 	 2761
DOLK 	 2482
IFNAR1 	 3208
RAB11B 	 2767
PEX26 	 2470
PPIAP29 	 214
PDRG1 	 2434
RP11-466P24.2 	 1780
RPL4P5 	 885
ARPC3 	 3292
RP11-473I1.10 	 1470
PNPO 	 1889
DFFA 	 2102
FAM3C 	 2195
TSPAN31 	 1825
DSCAM-AS1 	 1961
IQSEC1 	 3368
GLG1 	 2474
PI4K2B 	 2007
EGLN1 	 2449
GOLPH3L 	 2778
PI4K2A 	 3344
TRIM65 	 1608
DEDD2 	 2990
HIAT1 	 2058
ZNF48 	 2295
PDCD7 	 1894
TRMT112 	 1856
CRTC3 	 2172
DHFR 	 2460
PIP5K1C 	 3431
UBXN2B 	 2297
ZNF444 	 2852
FTH1P10 	 711
SENP5 	 2623
WSB2 	 2403
PAGR1 	 2084
FAM134C 	 2318
TCTA 	 1480
ZNF777 	 2154
EEF2K 	 2119
HPRT1 	 2722
LIMS1 	 3070
RP11-464D20.2 	 441
SOCS3 	 1254
RRP7A 	 2927
CDC23 	 2246
DPP9 	 2169
PGLS 	 2595
MRPL44 	 2094
FAM53B 	 1953
LTV1 	 2253
FBXO21 	 2173
ZNF318 	 1601
LONP2 	 1937
S100A11 	 3007
ABCF2 	 1855
FTH1P20 	 1016
PPP2R2C 	 2194
RPSAP9 	 958
NUDC 	 2015
DAZAP2 	 2451
RAB12 	 3247
SMCR8 	 2829
RP11-800A3.4 	 1315
ZNF783 	 1096
TMEM167A 	 1642
C10orf118 	 2407
WWTR1 	 3625
HDLBP 	 2443
COL5A1 	 3614
CHURC1 	 2738
CSTB 	 2173
RTN4RL1 	 1737
DAAM1 	 2150
RPS7P11 	 1094
AC016708.2 	 614
RNF113A 	 2120
PGM2L1 	 8850
RP1-163G9.1 	 3
NHLRC2 	 1991
CAPZA2 	 2274
ZNF148 	 2317
PTP4A1 	 3350
GPATCH2L 	 2179
RNF20 	 2511
CHMP4C 	 2354
SHKBP1 	 2135
RHOD 	 2250
RP11-573D15.2 	 111
CCDC85B 	 1839
TAF10 	 3269
TMEM203 	 2008
SPRYD3 	 2199
EIF4A3 	 1626
GINS2 	 1573
MYBL1 	 604
PPP1R3B 	 4511
DNAJC1 	 3074
MAP1B 	 5152
CDC27 	 2647
NDUFA13 	 2371
NARS 	 2239
URB2 	 1577
GTF3C4 	 2505
OPA3 	 2063
PPAPDC2 	 2033
EIF3C 	 1267
HNRNPK 	 2311
AC092171.4 	 2645
GXYLT1 	 2894
SPATA2L 	 2335
DUS1L 	 1984
MRPL19 	 2162
PSENEN 	 2160
PPTC7 	 2443
ARL1 	 2056
FTH1P7 	 38
SLC5A3 	 2081
OTUD6B 	 1687
MARVELD2 	 2148
POFUT1 	 2018
FAHD1 	 2317
EIF4BP3 	 606
RPLP0P6 	 625
MED14 	 2526
RP11-641D5.1 	 1684
SLC39A9 	 1909
SNAP29 	 2235
RAP2A 	 2277
HOOK1 	 1973
PSMG2 	 2225
MRTO4 	 1725
TARDBP 	 1806
PUF60 	 2106
TCFL5 	 1245
PIK3C2A 	 1958
BRD4 	 2286
DPP8 	 1678
ABHD15 	 2219
ADSS 	 2901
YWHAZP3 	 2434
FRAT2 	 1338
CHPF2 	 2427
GRINA 	 2268
SPRYD4 	 1951
PLA2G12A 	 2209
UBE2K 	 2229
TBCA 	 2498
PURA 	 2447
NOTCH1 	 3391
HMGN4 	 1586
POLR3A 	 1728
SBDSP1 	 2688
SMYD5 	 2007
RSF1 	 1997
KRT80 	 6777
GPC4 	 1549
SGMS1 	 2697
FAM220A 	 2025
TPM4 	 5968
H2AFX 	 1627
INPP5F 	 973
WDR3 	 1816
UQCRQ 	 2210
PTAR1 	 1716
COG3 	 2438
ZNF652 	 1253
CERS2 	 2855
PCGF3 	 2431
RAPH1 	 2529
FZD7 	 1288
RP11-408P14.1 	 741
MRPS21 	 1342
CTTNBP2NL 	 2137
ANKRD11 	 2022
PBX2 	 32
CHPF 	 2434
GPRIN1 	 2155
MKNK2 	 1979
HSP90AB3P 	 984
GFPT1 	 2481
ARHGEF5 	 1478
LEMD3 	 1759
SMC5 	 1978
CDT1 	 1114
TRMT12 	 2034
EIF2C1 	 1990
ATPIF1 	 1833
ERO1L 	 4907
SDR42E1 	 2330
RBM27 	 1718
CGN 	 4626
CTD-2267D19.3 	 1404
AP3M1 	 1656
ATP5G3 	 2118
RPL13AP7 	 86
RNF149 	 2457
POM121B 	 697
KCTD11 	 2366
LMBRD2 	 2497
RPS6KB2 	 2558
SERTAD1 	 1854
CDR2 	 1837
DOCK1 	 1290
RPS27L 	 2486
TMEM184C 	 3280
FAM13B 	 2473
C6orf228 	 2156
FAM21D 	 663
HIST1H4H 	 2729
ESYT1 	 2527
KPNA2 	 1559
RPL28 	 1424
KIF11 	 1379
RRAGC 	 3017
CLN6 	 1658
PPP2R3A 	 3569
EXOC6B 	 2072
SPRED2 	 2228
NUDT19 	 2270
WBSCR16 	 1545
HERC2P5 	 95
PIK3CA 	 3017
ASF1A 	 2226
HERC2P8 	 94
AL162151.3 	 247
CMYA5 	 2688
OSBPL11 	 2293
RP11-204C16.4 	 2164
PATL1 	 1402
ATRN 	 2401
BAK1P1 	 789
ARMCX1 	 1815
RSAD1 	 1425
RBM3 	 2063
TBC1D5 	 1630
ACADVL 	 2057
EIF5AL1 	 764
RPRD2 	 2035
MFHAS1 	 2927
NSF 	 1665
MTRNR2L9 	 505
BAMBI 	 1220
MUL1 	 2821
ZNF740 	 1752
SIK2 	 3247
RBAK 	 1750
COX6A1P2 	 1027
FKTN 	 1651
RP5-1053E7.1 	 853
NUP50 	 1911
UBA6 	 2064
LRRC1 	 1940
RBMX2 	 1742
SH3BGRL2 	 3444
ESF1 	 1929
BAG6 	 0
CDV3 	 2142
ZMYND19 	 1747
STRN 	 2307
MOSPD1 	 3547
EAPP 	 2083
C1orf216 	 1899
MTMR6 	 2350
OTUD1 	 2306
LRP11 	 3765
RP11-578F5.1 	 924
QSOX2 	 2032
RP11-561C5.4 	 669
PYCRL 	 1231
PELO 	 2579
MIR4720 	 1621
DDX28 	 1549
HCN2 	 2177
SHMT2 	 1756
PHACTR2 	 1851
RAB7L1 	 2135
MPLKIP 	 1797
AKAP8 	 1679
JARID2 	 2002
IER3IP1 	 2121
LLGL2 	 2619
YIPF4 	 2211
INPP5E 	 1523
CUTA 	 816
GM2A 	 4120
CHUK 	 2003
BROX 	 2268
DNAJC13 	 2373
FBXO33 	 2322
LATS1 	 1579
RNF169 	 1779
TRMT5 	 1508
BCAM 	 1712
RP3-417G15.1 	 914
EPB41L5 	 2505
SETD3 	 1976
RP11-138H10.2 	 904
MAP3K3 	 2270
SLC35D1 	 2171
ZFR 	 2071
H6PD 	 2119
GSN 	 8758
SLC3A2 	 1690
SLC30A9 	 1949
VPS53 	 1784
MALAT1 	 1003
DNASE2 	 1869
STAT5B 	 2014
CCDC71 	 1159
SH3BP5-AS1 	 1363
OST4 	 1945
PIGM 	 1856
CPT2 	 2107
SOWAHB 	 944
GMCL1 	 1263
AK3 	 1661
RPL18AP3 	 706
ZNF526 	 1374
FEM1C 	 1864
TAGLN2 	 3055
RFC3 	 1360
PSME2 	 1957
CERK 	 1871
DESI2 	 1645
FAM98B 	 1357
CYTH2 	 1490
CTC-471F3.4 	 1165
WDR36 	 1480
SMS 	 3496
GOLT1B 	 2080
NUDT3 	 1391
PTRF 	 5255
FOXN2 	 1941
B2M 	 2550
GPC1 	 1933
RAB35 	 2001
VTA1 	 1978
EPCAM 	 2714
PGPEP1 	 2287
PDXDC2P 	 325
MFAP3 	 1798
SYNPO 	 1871
FBXO30 	 2050
KIAA0226 	 2706
OSBPL9 	 1849
EXOSC5 	 1392
SLC26A2 	 1576
ZNF618 	 1227
ZBTB10 	 970
QPRT 	 3677
SRP14 	 1870
KLHDC7B 	 1308
DDX17 	 1417
GS1-251I9.4 	 1679
PGK1 	 2514
NPEPL1 	 1692
PFDN4 	 2126
RPL23AP79 	 1628
RAB13 	 1560
PIAS4 	 1807
FAM175B 	 1815
PTPRJ 	 2522
FBXL3 	 1946
RAB3GAP2 	 2089
TMEM131 	 2292
EPG5 	 2210
FZD4 	 1449
QSER1 	 1784
RPL23AP2 	 343
PHF13 	 1888
HIST1H2BD 	 1802
ORC6 	 16
CCNG2 	 1705
KIAA0355 	 2733
ANKRD34B 	 4883
C12orf49 	 2920
SAP18 	 1748
FRAS1 	 1260
UST 	 1031
OGT 	 2993
GNB2 	 1745
AC010468.1 	 117
LMAN2 	 1665
PPP1CA 	 1736
RP11-848P1.4 	 59
CTXN1 	 2834
PVRL1 	 1826
YRDC 	 2008
APPL1 	 1622
UCK2 	 1157
PHF2 	 2131
AVPI1 	 2886
UTP14C 	 1791
FAM160B1 	 1739
C9orf78 	 1718
ZBTB24 	 1301
SNHG5 	 1087
RANBP6 	 2484
ATP5G1 	 1580
C4orf32 	 2353
PPP1R14B 	 2379
MRPL12 	 1721
UNK 	 1741
KRT17 	 9563
CALCOCO2 	 2104
PRDM4 	 1764
RPL9P7 	 52
AKIRIN1 	 2299
ZNF654 	 2413
RP13-138P15.3 	 1111
FAM178A 	 1533
ZBTB7B 	 2474
GATC 	 1668
PEF1 	 1631
USP13 	 1610
RP11-214C8.5 	 1511
USP10 	 1739
DRAM1 	 2460
KRT10 	 1764
CLOCK 	 1608
WTAP 	 1424
CREBZF 	 1554
ORAI2 	 2034
OGDH 	 1870
RP11-761N21.2 	 161
GABPB1 	 1150
ZNF251 	 1152
AC007743.1 	 635
KBTBD7 	 1282
U2AF1 	 1523
CHSY1 	 1910
SMNDC1 	 1425
MRPL50 	 1731
MAB21L3 	 1802
PRKAR2B 	 1176
CAMK1D 	 2370
ZXDB 	 1916
SRPR 	 2434
MPZL3 	 4220
FBRSL1 	 1241
MIF 	 2445
BSG 	 1791
CTSD 	 3421
KDM5A 	 1717
ATP5D 	 1464
CHAMP1 	 1399
PIKFYVE 	 2210
LIMD1 	 1329
ZBED4 	 1876
PXDN 	 5156
CEBPD 	 1952
ZYG11B 	 1972
SLC35B4 	 1977
TK1 	 1309
IKZF5 	 1884
CITED2 	 2295
CENPF 	 1128
RBBP9 	 1400
NUPL1 	 3196
WIPF2 	 1931
RNF168 	 1335
AMMECR1 	 1753
TOR1AIP1 	 1943
MUT 	 1849
SPTY2D1 	 1664
HSPA13 	 2474
POP7 	 1176
MAFK 	 3391
C6orf89 	 1904
BBS10 	 1540
ADAMTS19 	 1757
KTN1 	 3420
SUMO2 	 1430
C6orf47 	 0
MLL 	 1505
NUP205 	 1862
SNX33 	 1313
CDK17 	 1882
RABGAP1 	 1748
DCAF15 	 1987
RNF5 	 0
GPATCH4 	 1392
ZBED6 	 2375
PSMC1 	 1835
CPD 	 2471
B3GALT6 	 1860
AC079250.1 	 672
PSMD4 	 1720
PAPSS1 	 1798
CLDN1 	 5317
MYL5 	 1340
RIT1 	 3154
APRT 	 1837
FAM171B 	 2649
CDR2L 	 1585
TBC1D10B 	 2051
HDGF 	 1844
TRIM28 	 1324
AKAP10 	 1777
MTND4P12 	 361
C17orf96 	 1192
TXNIP 	 3547
RET 	 1036
ABHD4 	 3311
NUTF2 	 1570
TMEM106B 	 1541
CHD1 	 2260
H2AFY 	 1346
BLOC1S4 	 1874
PLEKHJ1 	 1920
SKAP2 	 1934
AC097523.1 	 49
USP31 	 1583
TBX2 	 1519
RAPGEF2 	 2264
OSTC 	 1551
BNIP3L 	 3492
MYO9A 	 1292
EIF3A 	 944
C9orf41 	 1177
FANCF 	 1407
AK2 	 1503
MYO5B 	 3175
AP2M1 	 1291
SLC27A4 	 1696
RPS6KA3 	 2249
EMC3 	 2124
TMEM60 	 1714
CTR9 	 1682
EXT1 	 2364
CTBP2 	 1725
TMEM170B 	 1690
KLF9 	 1743
HOMER1 	 2104
PPP2R5A 	 1139
NEURL1B 	 1621
C20orf112 	 2885
FCF1 	 1568
KDELR2 	 1639
EPC2 	 2015
C11orf84 	 2342
FLCN 	 1275
SCARA3 	 4922
ENAH 	 2007
EPB41L4B 	 1919
C2orf69 	 1918
C19orf10 	 2353
ZMAT3 	 2195
SLC9A4 	 816
OASL 	 1250
NOM1 	 1162
MBD2 	 1357
COX19 	 1624
RPL3P4 	 708
LSM11 	 2476
PTCD3 	 1393
DST 	 3483
PSMA5 	 1884
FOXJ2 	 1716
FADD 	 1740
HS1BP3 	 1617
ADPRHL2 	 1857
DCAF10 	 1520
MTRNR2L8 	 499
SLC7A11 	 1644
IMP3 	 1118
FH 	 1421
GGA2 	 1500
NSA2 	 1424
CD44 	 1225
PAPD7 	 1231
TOPBP1 	 1778
N4BP1 	 1978
SLC25A3 	 1795
C9orf114 	 1371
ZBTB39 	 1387
GLE1 	 1560
SMG9 	 1720
TRIM47 	 1743
KRT8P8 	 254
RBM18 	 1960
DNAJC30 	 1562
EIF2C4 	 1994
RABAC1 	 2556
RP11-364L4.1 	 105
ITCH 	 1612
SHISA2 	 882
ZDHHC21 	 2185
SNRPD3 	 1450
CSNK2B 	 0
AC099850.1 	 2906
RPRD1B 	 1796
KCTD10 	 3654
HSP90B1 	 1991
TIMM22 	 1580
SKP1 	 1590
AC004069.2 	 44
NIPSNAP3A 	 2146
TXNDC17 	 1416
DBN1 	 1797
C2orf49 	 1489
C1orf226 	 901
FITM2 	 1438
PKP3 	 1686
UTP18 	 1480
MSI1 	 936
HMGB1P5 	 618
FNBP4 	 992
FKBP9 	 1535
IRX3 	 855
KPNA1 	 1998
CXXC5 	 1768
RFX5 	 1711
CAV2 	 5354
C12orf55 	 225
TXNDC12 	 1466
IPO13 	 1072
NDUFS8 	 2054
COMMD2 	 1693
SBK1 	 1893
SNX4 	 1419
SESN3 	 1854
MRPS25 	 1168
NAMPTL 	 1078
ASPM 	 1243
KIAA1467 	 2447
PCBP2 	 990
SIVA1 	 1307
RP11-492E3.1 	 2523
EIF3F 	 1272
SUV420H1 	 1272
ANXA9 	 1751
DDA1 	 2172
CDK6 	 5059
ZNRF2 	 2339
LPIN2 	 2396
WDR55 	 1150
SIX4 	 1794
PAK1IP1 	 1206
BAG1 	 1878
TET3 	 2306
ARL4A 	 880
SERTAD2 	 1165
MZT1 	 1056
ZDHHC18 	 2205
PSMD12 	 1734
PPP2R5C 	 1959
MED9 	 2381
GLTSCR1 	 2339
NOB1 	 1136
ADAM17 	 1962
SVIP 	 1006
CCNA2 	 908
ZNF672 	 1302
RPSAP54 	 38
MKLN1 	 1696
TROVE2 	 958
UCA1 	 4114
CLCN3 	 2092
AP3S2 	 1293
TGFBRAP1 	 1313
HIVEP1 	 2035
SNX12 	 1790
ORAI1 	 1513
DTD1 	 1537
USP34 	 1783
ZDHHC24 	 1432
AC103965.1 	 1025
GBP1 	 7002
EIF3B 	 1393
POLRMT 	 1625
NRARP 	 770
SLC35E3 	 1468
NUAK2 	 3707
PMVK 	 1340
SNX8 	 1642
COX6B1 	 1215
TM7SF3 	 2558
HIST1H2AG 	 1814
ELL 	 1891
CMBL 	 1070
GFOD2 	 1440
SDHAF1 	 1227
RAB9A 	 1689
ASTN2 	 770
MTOR 	 2373
H2AFZ 	 1304
HMGB2 	 874
FAM206A 	 1973
SMU1 	 1389
PPAP2B 	 1376
TAF2 	 1603
HDHD2 	 1617
DNAJC15 	 2089
USPL1 	 1277
FAM83D 	 822
EEF1A1P25 	 2
PPIA 	 705
VTI1A 	 1898
FBXO46 	 1455
ATF4 	 2277
DPY19L1 	 1618
BLZF1 	 2238
RP11-27I1.2 	 1179
CTNNB1 	 1580
ARHGDIA 	 1822
FZD5 	 2306
CPSF1 	 1102
RDH11 	 2065
TMEM41A 	 1554
SNRPB 	 1206
SAMD8 	 1588
NFE2L3 	 2185
IPMK 	 1445
PABPC4 	 1368
FUCA1 	 2064
NANP 	 1428
SRP9P1 	 715
SLC12A7 	 2054
KIAA1430 	 1015
GDF11 	 1248
PARP9 	 1888
ACIN1 	 1386
MRPL34 	 1308
PCDHB16 	 1293
RAI1 	 1852
FAM110C 	 4226
AC004797.1 	 593
MARS2 	 1112
TOR1A 	 1485
BST2 	 1967
P4HB 	 1633
RP1-140K8.5 	 6394
AC007272.2 	 26
ZNF408 	 1542
LASP1 	 3789
RP11-349A22.5 	 1199
NLGN2 	 998
SLU7 	 1582
WHAMM 	 1550
CRY2 	 1216
ZNF845 	 1001
RPL39P3 	 580
TFDP2 	 1455
STAT2 	 1130
PRRC1 	 1451
KHNYN 	 2048
THAP5 	 1351
THBD 	 2982
MYCBP 	 1450
RAB39B 	 1042
GNA11 	 2106
SGPP1 	 4525
PNO1 	 1286
CNBP 	 1631
NSUN5P1 	 693
FAM190B 	 2243
UBN2 	 1265
CREBBP 	 1452
ASB1 	 1315
CCDC94 	 1505
NXT1 	 1235
ZNF467 	 2691
LATS2 	 2050
F2RL1 	 1538
CSDA 	 1710
KBTBD6 	 541
MOB3A 	 1371
SNX19 	 1545
SH3RF1 	 1439
SHH 	 184
GAN 	 2077
PITPNC1 	 825
RP1-292B18.1 	 404
TMEM50A 	 2038
ZNF367 	 919
SLC5A6 	 1169
MRPL35 	 1610
TNKS 	 1929
PIK3R2 	 1038
RPL7AP11 	 102
TULP4 	 1291
GPATCH8 	 1262
MAK16 	 1268
GLTP 	 975
HNRPDL 	 1162
ENTPD5 	 1385
RB1 	 1709
AL162389.1 	 28
SEC11A 	 1258
MCMBP 	 980
TLK2P1 	 1147
SLC36A1 	 1910
NME4 	 1324
NRSN2 	 1366
MARVELD3 	 1549
WNT7B 	 2096
ZNF22 	 1057
EID2 	 1516
MLTK 	 2011
AC007390.5 	 1172
PGM3 	 1138
FAM91A1 	 1539
AC010507.5 	 357
KCNK5 	 557
ALDH6A1 	 1090
ING5 	 891
C19orf52 	 1542
SALL4 	 666
GUSB 	 512
CASP2 	 1979
ACTRT2 	 0
TMEM30B 	 1296
CDCA5 	 1095
PSMD3 	 1918
VPS36 	 1402
CELSR1 	 1438
PHF5A 	 1257
VANGL1 	 2170
MDM4 	 574
LOXL2 	 3388
WIPF1 	 1339
DLC1 	 1727
CLPP 	 1295
LPIN3 	 1411
METTL23 	 1287
MGAT4A 	 1927
PIH1D1 	 1427
KCTD21 	 2033
NUP153 	 1260
ZNF765 	 1064
USP14 	 1517
ZNF395 	 1820
AC093838.4 	 846
NUDT15 	 1498
KLF16 	 1095
NDNL2 	 1633
PRPF19 	 1167
GDI1 	 1261
EDEM3 	 1510
HDGFRP2 	 1711
MARCH8 	 1134
SLC9A2 	 2893
RAB18 	 1316
RALGPS2 	 1134
GLS 	 1351
TBC1D16 	 1080
TRAPPC6A 	 1103
UBIAD1 	 1106
NDUFB10 	 1082
AP5B1 	 1579
WISP2 	 2231
UBL5 	 1127
RBFOX2 	 1738
CIC 	 1862
LAMTOR1 	 1345
ZFP3 	 1042
RP11-460H18.1 	 21
MRFAP1 	 1098
GINS1 	 879
TUFM 	 1232
UBTD1 	 2413
PFKFB2 	 1352
MYL12B 	 1666
ZNF253 	 981
PLP2 	 1094
KLHL18 	 1512
STAM2 	 2067
PSEN1 	 2040
STRN3 	 1730
FAM102B 	 1637
TMEM182 	 667
TUSC2 	 1535
ZNF451 	 1029
OXTR 	 2949
CAMLG 	 1489
VPS26B 	 1002
VAMP2 	 1394
GPR27 	 1514
C1QBP 	 1322
CEP55 	 863
EPHA2 	 5112
RPL41P2 	 341
TMX3 	 1492
KDSR 	 1400
RGMB 	 968
ZDHHC9 	 1516
PKN2 	 1388
NOL7 	 1621
INO80D 	 1267
LEPROTL1 	 1576
AAMP 	 1500
KIAA0556 	 1469
BCL7A 	 1034
MRPL16 	 824
BRK1 	 1635
NOL11 	 1125
TMEM168 	 966
RNASEH2A 	 1026
RASGRP1 	 978
ATP6V0D1 	 1755
PQLC3 	 1087
SRSF9 	 1260
THEM6 	 1264
LANCL2 	 1198
C11orf24 	 1266
ARF1 	 1460
PSMA3 	 1514
C10orf32 	 1253
PABPN1 	 949
FASTKD5 	 1394
GPKOW 	 1266
GTF2F2 	 1183
CDKN2AIPNL 	 1340
TFDP1 	 1087
SLC4A1AP 	 1214
C11orf31 	 1124
EMC7 	 1723
ZNF579 	 1251
ATE1 	 1289
SSRP1 	 1091
CYB5D1 	 1043
PTCD1 	 1235
GTF2E1 	 1359
SAR1B 	 1668
SSR2 	 1189
SMURF2 	 1557
NDUFA8 	 1471
ZBTB45 	 606
ZNF428 	 917
HNRNPA1P7 	 312
LGALS3 	 1653
GCLM 	 1262
FAM120C 	 1041
SNIP1 	 1136
SLC20A2 	 2801
STXBP3 	 1579
AC138035.2 	 100
RPS2P55 	 359
POM121 	 573
NBPF1 	 87
REXO1 	 1638
PEX13 	 1610
PEX11A 	 499
AC007318.5 	 888
ASB7 	 1461
CYTH3 	 2045
TBC1D22B 	 1556
WAC 	 1511
UBE2N 	 1471
B3GNT1 	 1745
TAX1BP3 	 2199
DUSP16 	 1581
TSSC2 	 161
RPIA 	 1040
TOMM22 	 888
CAMK2N1 	 2915
E2F1 	 1050
RAE1 	 1152
ZDHHC5 	 1312
AP000974.1 	 225
IPO8 	 1636
IGFBP2 	 2753
HEBP1 	 1172
KCTD20 	 1696
ARF5 	 1378
SH3PXD2B 	 986
DPY30 	 1282
SLC9A3R1 	 518
HSPA14 	 1092
SYDE2 	 1164
PIK3R4 	 1195
RP5-1142A6.2 	 1831
HNRNPU 	 1053
SEC63 	 1140
WDR61 	 1386
DCP1A 	 1112
ITPRIPL2 	 911
WDR5B 	 1048
EIF4G1 	 1068
IFIT1 	 1220
RP11-252A24.7 	 894
TMX1 	 1037
IMPDH2 	 711
BTAF1 	 1164
TMEM223 	 856
TWISTNB 	 1242
RNF126 	 1618
ZNF252P 	 972
RSBN1 	 874
GDAP1 	 1471
ABCB10 	 1589
RPL13AP25 	 146
JOSD2 	 1768
PGGT1B 	 1442
PRPS2 	 1082
KIAA1609 	 1522
TRIM35 	 910
EPHB3 	 1563
GID4 	 536
MSH3 	 1409
RAB11FIP2 	 1237
C22orf28 	 1323
RP11-461O14.1 	 81
SPPL3 	 1231
SART1 	 1090
SERBP1 	 846
LUC7L3 	 787
RAB30 	 994
ZNF564 	 1069
GOLGA6L9 	 127
RP11-490H24.5 	 509
PHAX 	 1253
ZSWIM5 	 1047
FOXO1 	 1842
AP000525.8 	 559
UNC13D 	 2171
RP1-178F10.3 	 1352
MYO1E 	 2941
CYSTM1 	 1677
NLK 	 1377
COQ10B 	 1583
TBKBP1 	 1467
MSL2 	 961
MICAL2 	 3093
EFHD2 	 1502
RP11-571M6.6 	 1168
OSTF1 	 929
GDI2 	 1084
GLO1 	 1680
IGDCC3 	 1005
HMGB1 	 585
MARCH6 	 1201
EXOC2 	 1698
SS18 	 1240
ZNF710 	 1279
HCG11 	 695
CTSZ 	 615
SEH1L 	 891
ZNF689 	 1068
TMEM55B 	 1527
RPL15P2 	 321
IRS2 	 925
DYNLT1 	 1511
SUPT6H 	 1220
SLC25A22 	 796
CRX 	 617
DCTN1 	 1263
ENTPD4 	 1764
ULK2 	 1083
NAP1L1 	 903
RP11-296I10.6 	 156
SYS1 	 1706
NBPF9 	 206
FAM155B 	 904
CLN8 	 1348
SDE2 	 1424
RPF1 	 1209
RP11-572P18.1 	 305
MON1B 	 1282
RNF144B 	 1252
WDR59 	 818
FXC1 	 1133
AP5Z1 	 1483
FKSG52 	 68
EIF2B4 	 1035
MED26 	 1030
UGT8 	 167
TTF2 	 888
RPS12 	 853
CYC1 	 948
RPS3AP25 	 69
